Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age,COVID,Pneumonia,Influenza,"Pneumonia, Influenza","Pneumonia, Influenza, COVID",Total,Footnote
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 9,0-17 years,0,,,,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 9,18-64 years,0,120,25,145,145,1959,
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 9,65 years and over,0,434,37,471,471,5925,
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 10,All Ages,0,137,20,157,157,2408,
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 10,0-17 years,0,,,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 10,18-64 years,0,22,,29,29,557,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/5/2020,1/11/2020,2020,2,1/11/2020,By Week,Week-ending,HHS Region 10,65 years and over,0,114,10,124,124,1822,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,United States,All Ages,2,4056,464,4520,4520,59189,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,United States,0-17 years,0,23,12,35,35,686,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,United States,18-64 years,0,795,185,980,980,14227,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,United States,65 years and over,2,3238,267,3505,3505,44276,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alabama,All Ages,0,63,,70,70,1076,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alabama,0-17 years,0,,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alabama,18-64 years,0,14,,19,19,304,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alabama,65 years and over,0,48,,50,50,763,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alaska,All Ages,0,,0,,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alaska,18-64 years,0,,0,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Alaska,65 years and over,0,,0,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arizona,All Ages,0,67,,75,75,1262,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arizona,0-17 years,0,,0,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arizona,18-64 years,0,11,,13,13,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arizona,65 years and over,0,55,,61,61,939,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arkansas,All Ages,0,42,,48,48,660,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arkansas,0-17 years,0,0,0,0,0,13,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arkansas,18-64 years,0,16,,17,17,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Arkansas,65 years and over,0,26,,31,31,463,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,California,All Ages,,505,66,571,571,5793,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,California,0-17 years,0,,,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,California,18-64 years,0,101,28,129,129,1400,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,California,65 years and over,,402,37,439,439,4331,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Colorado,All Ages,0,57,,66,66,834,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,16,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Colorado,18-64 years,0,15,,19,19,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Colorado,65 years and over,0,42,,47,47,619,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Connecticut,All Ages,0,39,,45,45,637,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Connecticut,0-17 years,0,,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Connecticut,18-64 years,0,,,,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Connecticut,65 years and over,0,31,,35,35,498,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Delaware,All Ages,0,,,12,12,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Delaware,18-64 years,0,,,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Delaware,65 years and over,0,,,,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,District of Columbia,All Ages,0,,,,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,District of Columbia,18-64 years,0,,0,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,District of Columbia,65 years and over,0,,,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Florida,All Ages,0,250,37,287,287,4277,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Florida,0-17 years,0,,0,,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Florida,18-64 years,0,52,14,66,66,956,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Florida,65 years and over,0,197,23,220,220,3279,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Georgia,All Ages,0,97,22,119,119,1733,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Georgia,0-17 years,0,0,0,0,0,35,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Georgia,18-64 years,0,29,14,43,43,490,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Georgia,65 years and over,0,68,,76,76,1208,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Hawaii,All Ages,0,22,,23,23,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Hawaii,0-17 years,0,,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Hawaii,18-64 years,0,,0,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Hawaii,65 years and over,0,20,,21,21,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Idaho,All Ages,0,16,,17,17,292,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Idaho,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Idaho,18-64 years,0,,,,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Idaho,65 years and over,0,14,0,14,14,234,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Illinois,All Ages,0,147,,154,154,2309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Illinois,0-17 years,0,0,0,0,0,24,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Illinois,18-64 years,0,26,,31,31,531,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Illinois,65 years and over,0,121,,123,123,1754,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Indiana,All Ages,0,101,,107,107,1378,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Indiana,0-17 years,0,,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Indiana,18-64 years,0,10,0,10,10,351,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Indiana,65 years and over,0,90,,95,95,1013,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Iowa,All Ages,0,52,,53,53,634,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Iowa,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Iowa,18-64 years,0,,0,,,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Iowa,65 years and over,0,46,,47,47,504,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kansas,All Ages,0,41,,49,49,600,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kansas,0-17 years,0,0,0,0,0,14,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kansas,18-64 years,0,,,14,14,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kansas,65 years and over,0,32,,35,35,456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kentucky,All Ages,0,98,17,115,115,1045,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kentucky,0-17 years,0,,0,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kentucky,18-64 years,0,21,,27,27,291,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Kentucky,65 years and over,0,75,11,86,86,743,
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Louisiana,All Ages,0,47,,53,53,949,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Louisiana,0-17 years,0,0,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,1/12/2020,1/18/2020,2020,3,1/18/2020,By Week,Week-ending,Louisiana,18-64 years,0,13,,16,16,260,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
